Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
The Cosmic Institute of Science and Technologies I_5_15,"The Cosmic Institute of Science and Technologies Islamabad (CISTI) Bill, 2023
[Support]",Private,5,15,Not Applicable,1,1,PML-N,Dr. Zulfiqar Ali Bhatti
"The Corporate Restructuring Companies Bill, 2015
[_2_14","The Corporate Restructuring Companies Bill, 2015
[Support]",Government,2,14,Not Applicable,1,1,PML-N,Mohammad Ishaq Dar
"The Corporate Restructuring Companies Bill, 2015_3_14","The Corporate Restructuring Companies Bill, 2015",Government,3,14,Not Applicable,1,1,PML-N,Mohammad Ishaq Dar
The Corporate Restructuring Companies (Amendment) _2_15,"The Corporate Restructuring Companies (Amendment) Ordinance, 2020 (Ord. No. IX of 2020)
[Support]",Government,2,15,Not Applicable,1,1,Minister,Dr. Abdul Hafeez Sheikh
The Corporate Restructuring Companies (Amendment) _3_15,"The Corporate Restructuring Companies (Amendment) Bill, 2021",Government,3,15,Not Applicable,1,1,PTI,Shaukat Fayaz Ahmed Tarin
"The Corporate Rehabilitation Bill, 2017
[Support]_5_14","The Corporate Rehabilitation Bill, 2017
[Support]",Government,5,14,Not Applicable,1,1,PML-N,Mohammad Ishaq Dar
"The Corporate Rehabilitation Bill, 2017_5_14","The Corporate Rehabilitation Bill, 2017",Government,5,14,Not Applicable,1,1,PML-N,Rana Muhammad Afzal Khan
"The Cooperative Societies (Amendment) Bill, 2020_3_15","The Cooperative Societies (Amendment) Bill, 2020",Government,3,15,Not Applicable,1,1,PTI,Ijaz Ahmad Shah
The Pakistan Medical and Dental Council (Amendment_3_14,"The Pakistan Medical and Dental Council (Amendment) Bill, 2015",Government,3,14,Not Applicable,1,1,PML-N,Saira Afzal Tarar
"The Pakistan Medical Commission Ordinance, 2019 (N_2_15","The Pakistan Medical Commission Ordinance, 2019 (No. XV of 2019)
[Support]",Government,2,15,Not Applicable,1,1,PTI,Nausheen Hamid
"The Pakistan Medical Commission Bill, 2019_2_15","The Pakistan Medical Commission Bill, 2019",Government,2,15,Not Applicable,1,1,PTI,Nausheen Hamid
"The Pakistan Maritime Zones Bill, 2021 (Moved by M_5_15","The Pakistan Maritime Zones Bill, 2021 (Moved by Murtaza Javed Abbasi)",Government,5,15,Not Applicable,1,1,PML-N,Khawaja Muhammad Asif
The Pakistan National Shipping Corporation (Amendm_1_16,"The Pakistan National Shipping Corporation (Amendment) Ordinance, 2023
[Support]",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
The Pakistan National Shipping Corporation (Amendm_1_16,"The Pakistan National Shipping Corporation (Amendment) Bill, 2024",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
The Pakistan National Shipping Corporation (Amendm_3_15,"The Pakistan National Shipping Corporation (Amendment) Bill, 2021",Government,3,15,Not Applicable,1,1,PTI,Syed Ali Haider Zaidi
The Pakistan National Shipping Corporation (Amendm_3_15,"The Pakistan National Shipping Corporation (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
The Control of Narcotics Substances (Second Amendm_4_15,"The Control of Narcotics Substances (Second Amendment) Bill, 2022
[Support]",Government,4,15,Not Applicable,1,1,JWP,Nawabzada Shah Zain Bugti
The Control of Narcotics Substances (Second Amendm_4_15,"The Control of Narcotics Substances (Second Amendment) Bill, 2022
[Support]",Government,4,15,Committee Name,1,1,JWP,Nawabzada Shah Zain Bugti
The Control of Narcotics Substances (Amendment) Bi_5_15,"The Control of Narcotics Substances (Amendment) Bill, 2022,
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
The Control of Narcotics Substances (Amendment) Bi_5_15,"The Control of Narcotics Substances (Amendment) Bill, 2022 (Moved by Mian Riaz Hussain Pirzada)
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
The Control of Narcotics Substances (Amendment) Bi_5_15,"The Control of Narcotics Substances (Amendment) Bill, 2022
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
The Control of Narcotics Substances (Amendment) Bi_4_15,"The Control of Narcotics Substances (Amendment) Bill, 2022
[Support]",Government,4,15,Not Applicable,1,1,PPPP,Shahadat Awan
The Control of Narcotics Substances (Amendment) Bi_5_15,"The Control of Narcotics Substances (Amendment) Bill, 2022",Government,5,15,Not Applicable,1,1,PPPP,Shahadat Awan
The Control of Narcotics Substances (Amendment) Bi_2_15,"The Control of Narcotics Substances (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,1,1,PTI,Muhammad Sana Ullah Khan Masti Khel
The Control of Narcotics Substances (Amendment) Bi_1_14,"The Control of Narcotics Substances (Amendment) Bill, 2014, (Amendment in section 9, insertion of new section 9A)
[Support]",Private,1,14,Interior and Narcotics Control,1,1,PML-N,Surriya Asghar
"The Pakistan National Accreditation Council Bill, _4_14","The Pakistan National Accreditation Council Bill, 2016",Government,4,14,Not Applicable,1,1,PML-N,Rana Tanveer Hussain
The Pakistan Minorities Rights Commission (Amendme_4_14,"The Pakistan Minorities Rights Commission (Amendment), Bill, 2016
[Support]",Private,4,14,Not Applicable,1,1,MQM,Sanjay Perwani
"The Pakistan Medical and Dental Council Ordinance,_1_15","The Pakistan Medical and Dental Council Ordinance, 2019 (Ordinance No.II of 2019)
[Support]",Government,1,15,Not Applicable,1,1,PTI,Nausheen Hamid
"The Pakistan Penal Code (Amendment) Bill, 2014
[Su_4_14","The Pakistan Penal Code (Amendment) Bill, 2014
[Support]",Private,4,14,Not Applicable,1,1,MQM,Dr. Nikhat Shakeel Khan
The Pakistan Ordnance Factories Board(Amendment) B_3_15,"The Pakistan Ordnance Factories Board(Amendment) Bill, 2021
[Support]",Government,3,15,Not Applicable,1,1,BAP,Zubaida Jalal
The Control of Narcotic Substances (Amendment) Bil_4_15,"The Control of Narcotic Substances (Amendment) Bill, 2022
[Support]",Private,4,15,Interior and Narcotics Control,1,1,PPPP,Naveed Aamir
The Control of Narcotic Substances (Amendment) Bil_3_15,"The Control of Narcotic Substances (Amendment) Bill, 2020",Government,3,15,Not Applicable,1,1,PTI,Muhammad Azam Khan Swati
The Control of Narcotic Substances (Amendment) Bil_2_15,"The Control of Narcotic Substances (Amendment) Bill, 2020",Government,2,15,Not Applicable,1,1,PTI,Muhammad Azam Khan Swati
The Control of Narcotic Substances (Amendment) Bil_1_15,"The Control of Narcotic Substances (Amendment) Bill, 2019
[Support]",Government,1,15,Not Applicable,1,1,PTI,Ali Muhammad Khan
"The Contractors Registration Bill, 2021
[Support]_4_15","The Contractors Registration Bill, 2021
[Support]",Private,4,15,Not Applicable,1,1,PTI,Uzma Riaz
"The Contempt of Parliamentary Committees Bill, 202_5_15","The Contempt of Parliamentary Committees Bill, 2022
[Support]",Private,5,15,Not Applicable,1,1,PTI,Rana Muhammad Qasim Noon
"The Contempt of Majlis-e-Shoora (Parliament) Bill,_5_15","The Contempt of Majlis-e-Shoora (Parliament) Bill, 2023
[Support]",Private,5,15,Not Applicable,1,1,PTI,Rana Muhammad Qasim Noon
"The Contempt of Majlis-e-Shoora (Parliament) Bill,_5_15","The Contempt of Majlis-e-Shoora (Parliament) Bill, 2023",Private,5,15,Not Applicable,1,1,PTI,Rana Muhammad Qasim Noon
"The Pakistan Nursing Council (Amendment) Bill, 202_1_16","The Pakistan Nursing Council (Amendment) Bill, 2024
[Support]",Private,1,16,Not Applicable,1,1,PPPP,Syed Rafiullah
"The Pakistan Nursing Council (Amendment) Bill, 202_5_15","The Pakistan Nursing Council (Amendment) Bill, 2023 (Moved by Murtaza Javed Abbasi)",Government,5,15,Not Applicable,1,1,PPPP,Jam Abdul Karim Bijar
"The Pakistan Nursing Council (Amendment) Bill, 202_3_15","The Pakistan Nursing Council (Amendment) Bill, 2021
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The Pakistan Nursing Council (Amendment) Bill, 202_4_15","The Pakistan Nursing Council (Amendment) Bill, 2021",Government,4,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The Pakistan Navy (Amendment) Bill, 2020
[Support]_2_15","The Pakistan Navy (Amendment) Bill, 2020
[Support]",Government,2,15,Not Applicable,1,1,PTI,Pervaiz Khattak
"The Pakistan Navy (Amendment) Bill, 2020_2_15","The Pakistan Navy (Amendment) Bill, 2020",Government,2,15,Not Applicable,1,1,PTI,Pervaiz Khattak
"The Constitution (Twenty-first Amendment) Bill, 20_2_14","The Constitution (Twenty-first Amendment) Bill, 2015
[Support]",Government,2,14,Not Applicable,1,1,PML-N,Pervaiz Rashid
"The Constitution (Twenty-first Amendment) Bill, 20_2_14","The Constitution (Twenty-first Amendment) Bill, 2015",Government,2,14,Not Applicable,1,1,PML-N,Pervaiz Rashid
"The Constitution (Twenty-fifth Amendment) Bill, 20_4_14","The Constitution (Twenty-fifth Amendment) Bill, 2017
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
The Pakistan Postal Services Management Board (Ame_1_16,"The Pakistan Postal Services Management Board (Amendment) Ordinance, 2023
[Support]",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
The Pakistan Postal Services Management Board (Ame_1_16,"The Pakistan Postal Services Management Board (Amendment) Bill, 2024",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
"The Pakistan Points of Entry (Public Health) Bill,_5_15","The Pakistan Points of Entry (Public Health) Bill, 2023 (Moved by Tahira Aurangzeb) (II)",Private,5,15,Not Applicable,1,1,PPPP,Jam Abdul Karim Bijar
"The Pakistan Points of Entry (Public Health) Bill,_5_15","The Pakistan Points of Entry (Public Health) Bill, 2023 (Moved by Qadir Khan Mandokhail)
[Support]",Private,5,15,Not Applicable,1,1,PPPP,Jam Abdul Karim Bijar
"The Pakistan Penal Code (Amendment) Ordinance, 201_1_15","The Pakistan Penal Code (Amendment) Ordinance, 2019 (VI. of 2019)
[Support]",Government,1,15,Not Applicable,1,1,PTI,Ijaz Ahmad Shah
"The Pakistan Penal Code (Amendment) Ordinance, 201_2_15","The Pakistan Penal Code (Amendment) Ordinance, 2019 (VI of 2019)
[Support]",Government,2,15,Not Applicable,1,1,PTI,Ijaz Ahmad Shah
"The Pakistan Penal Code (Amendment) Ordinance, 201_2_15","The Pakistan Penal Code (Amendment) Ordinance, 2019 (No. XXV of 2019)
[Support]",Government,2,15,Not Applicable,1,1,PTI,Umar Ayub Khan
"The Pakistan Penal Code (Amendment) Bill, 2022
[Su_4_15","The Pakistan Penal Code (Amendment) Bill, 2022
[Support]",Government,4,15,Not Applicable,1,1,PML-N,Khurram Dastgir Khan
"The Pakistan Penal Code (Amendment) Bill, 2022_4_15","The Pakistan Penal Code (Amendment) Bill, 2022",Government,4,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
"The Pakistan Penal Code (Amendment) Bill, 2021 (Se_3_15","The Pakistan Penal Code (Amendment) Bill, 2021 (Section- 369A)
[Support]",Private,3,15,Not Applicable,1,1,PPPP,Naveed Aamir
"The Pakistan Penal Code (Amendment) Bill, 2019
[Su_2_15","The Pakistan Penal Code (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,1,1,PTI,Mehboob Shah
"The Pakistan Penal Code (Amendment) Bill, 2015 (Am_2_14","The Pakistan Penal Code (Amendment) Bill, 2015 (Amendment of section 161)
[Support]",Private,2,14,Not Applicable,1,1,IND,Jamshaid Ahmad Dasti
"The Pakistan Penal Code (Amendment) Bill, 2015
[Su_2_14","The Pakistan Penal Code (Amendment) Bill, 2015
[Support]",Private,2,14,Not Applicable,1,1,PML-N,Isphanyar M. Bhandara
"The Pakistan Rangers (Amendment) Bill, 2021
[Suppo_4_15","The Pakistan Rangers (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,1,1,AMLP,Sheikh Rasheed Ahmad
"The Pakistan Psychological Council Bill, 2024_1_16","The Pakistan Psychological Council Bill, 2024",Private,1,16,Not Applicable,1,1,SIC,Mohammad Riaz Khan
"The Pakistan Psychological Council Bill, 2019
[Sup_3_15","The Pakistan Psychological Council Bill, 2019
[Support]",Private,3,15,Not Applicable,1,1,PTI,Riaz Fatyana
"The Pakistan Psychological Council Bill, 2019
[Sup_2_15","The Pakistan Psychological Council Bill, 2019
[Support]",Government,2,15,Not Applicable,1,1,PTI,Riaz Fatyana
"The Pakistan Psychological Council Bill, 2019_3_15","The Pakistan Psychological Council Bill, 2019",Private,3,15,Not Applicable,1,1,PTI,Riaz Fatyana
"The Pakistan Psychological Counci l Bill, 2019
[Su_2_15","The Pakistan Psychological Counci l Bill, 2019
[Support]",Private,2,15,Not Applicable,1,1,PTI,Riaz Fatyana
The Pakistan Power and Infrastructure Board (Amend_5_14,"The Pakistan Power and Infrastructure Board (Amendment) Bill, 2017",Government,5,14,Not Applicable,1,1,PML-N,Awais Ahmad Khan Leghari
"The Constitution, that the International Institute_5_15","The Constitution, that the International Institute of Technology, Culture and Health Sciences Bill, 2022
[Support]",Private,5,15,Not Applicable,1,1,PPPP,Qadir Khan Mandokhail
"The Constitution (twenty-sixth Amendment) Bill, 20_1_16","The Constitution (twenty-sixth Amendment) Bill, 2024
[Support]",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
"The Constitution (twenty-sixth Amendment) Bill, 20_1_16","The Constitution (twenty-sixth Amendment) Bill, 2024",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
"The Constitution (twenty -sixth Amendment) Bill, 2_3_15","The Constitution (twenty -sixth Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The Constitution (Twenty-sixth Amendment) Bill, 20_4_14","The Constitution (Twenty-sixth Amendment) Bill, 2017
[Support]",Government,4,14,Law and Justice,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty-seventh Amendment) Bill, _4_14","The Constitution (Twenty-seventh Amendment) Bill, 2017
[Support]",Government,4,14,Law and Justice,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty-second Amendment) Bill, 2_3_14","The Constitution (Twenty-second Amendment) Bill, 2016
[Support]",Government,3,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty-second Amendment) Bill, 2_3_14","The Constitution (Twenty-second Amendment) Bill, 2016",Government,3,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty-fourth Amendment) Bill, 2_4_14","The Constitution (Twenty-fourth Amendment) Bill, 2016
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
"The Pakistan Tobacco Board (Amendment) Bill, 2017_5_14","The Pakistan Tobacco Board (Amendment) Bill, 2017",Government,5,14,Not Applicable,1,1,PML-N,Muhammad Pervaiz Malik
The Pakistan Telecommunication (Re-Organization) (_3_15,"The Pakistan Telecommunication (Re-Organization) (Amendment) Ordinance, 2020 (Ord. No. XIV of 2020)
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The Pakistan Sovereign Wealth Fund Bill, 2023 (Mov_5_15","The Pakistan Sovereign Wealth Fund Bill, 2023 (Moved by Saad Waseem)
[Support]",Government,5,15,Not Applicable,1,1,IND,Mohammad Ishaq Dar
"The Pakistan Sovereign Wealth Fund Bill, 2023 (Mov_5_15","The Pakistan Sovereign Wealth Fund Bill, 2023 (Moved by Azam Nazeer Tarar)",Government,5,15,Not Applicable,1,1,IND,Mohammad Ishaq Dar
"The Pakistan Single Window Bill, 2020
[Support]_3_15","The Pakistan Single Window Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,Minister,Dr. Abdul Hafeez Sheikh
"The Pakistan Single Window Bill, 2020_3_15","The Pakistan Single Window Bill, 2020",Government,3,15,Not Applicable,1,1,Minister,Dr. Abdul Hafeez Sheikh
"The Pakistan Ruet-e-Hilal Bill, 2022 (Moved by Sha_5_15","The Pakistan Ruet-e-Hilal Bill, 2022 (Moved by Shahadat Awan)",Government,5,15,Not Applicable,1,1,JUI-F,Muhammad Talha Mehmood
"The Constitution (Twenty-eighth Amendment) Bill, 2_4_14","The Constitution (Twenty-eighth Amendment) Bill, 2017",Government,4,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty-Sixth Amendment) Bill, 20_1_15","The Constitution (Twenty-Sixth Amendment) Bill, 2019",Private,1,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Twenty-Ninth Amendment) Bill, 20_4_14","The Constitution (Twenty-Ninth Amendment) Bill, 2017
[Support]",Government,4,14,Law and Justice,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Twenty third Amendment) Bill, 20_1_14","The Constitution (Twenty third Amendment) Bill, 2013
[Support]",Government,1,14,"Law, Justice and Human Rights",1,1,PML-N,Sheikh Aftab Ahmed
"The Constitution (Thirty-first Amendment) Bill, 20_5_14","The Constitution (Thirty-first Amendment) Bill, 2018",Government,5,14,Not Applicable,1,1,PML-N,Ch. Mahmood Bashir Virk
"The Constitution (Thirtieth Amendment) Bill, 2017
_4_14","The Constitution (Thirtieth Amendment) Bill, 2017
[Support]",Government,4,14,States and Frontier Regions,1,1,PML-N,Abdul Qadir Baloch
"The Constitution (Amendment) Bill,202l) (Amendment_3_15","The Constitution (Amendment) Bill,202l) (Amendment in Article-185)
[Support]",Private,3,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2024 (Article-5_1_16","The Constitution (Amendment) Bill, 2024 (Article-51 and 106)
[Support]",Private,1,16,Not Applicable,1,1,PPPP,Naveed Amir
"The Pakistan Red Crescent Society Bill, 202
[Suppo_5_15","The Pakistan Red Crescent Society Bill, 202
[Support]",Private,5,15,Not Applicable,1,1,PTI,Asiya Azeem
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article-54)
[Support]",Private,4,15,Law and Justice,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2022 (Amendment_5_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article-204 and 209)
[Support]",Private,5,15,Not Applicable,1,1,PPPP,Qadir Khan Mandokhail
"The Petroleum (Amendment) Bill, 2021
[Support]_3_15","The Petroleum (Amendment) Bill, 2021
[Support]",Government,3,15,Water and Power,1,1,PTI,Muhammad Hammad Azhar
"The Petroleum (Amendment) Act , 2022
[Support]_5_15","The Petroleum (Amendment) Act , 2022
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Rana Tanveer Hussain
"The Peaceful Assembly and Public Order Bill, 2024_1_16","The Peaceful Assembly and Public Order Bill, 2024",Private,1,16,Not Applicable,1,1,PML-N,Danyal Chaudhry
"The Patents (Amendment) Bill, 2016
[Support]_3_14","The Patents (Amendment) Bill, 2016
[Support]",Government,3,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Patents (Amendment) Bill, 2016_3_14","The Patents (Amendment) Bill, 2016",Government,3,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Patents (Amendment) Bill, 2015
[Support]_2_14","The Patents (Amendment) Bill, 2015
[Support]",Government,2,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Patents (Amendment) Bill, 2015
[Support]_2_14","The Patents (Amendment) Bill, 2015
[Support]",Government,2,14,Cabinet Secretariat,1,1,PML-N,Sheikh Aftab Ahmed
"The Patents (Amendment) Bill, 2015_3_14","The Patents (Amendment) Bill, 2015",Government,3,14,Not Applicable,1,1,PML-N,Mohammad Ishaq Dar
"The Patents (Amendment) Bill, 2014
[Support]_2_14","The Patents (Amendment) Bill, 2014
[Support]",Government,2,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
The Pakistani Climate Refugees Rights and Protecti_1_16,"The Pakistani Climate Refugees Rights and Protection Bill, 2024
[Support]",Private,1,16,Not Applicable,1,1,MQM,Khawaja Izhar-ul-Hassan
"The Pakistan Tobacco Board (Amendment) Bill, 2022_5_15","The Pakistan Tobacco Board (Amendment) Bill, 2022",Government,5,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
"The Pakistan Tobacco Board (Amendment) Bill, 2021
_4_15","The Pakistan Tobacco Board (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,1,1,PTI,Syed Fakhar Imam
"The Pakistan Tobacco Board (Amendment) Bill, 2017
_5_14","The Pakistan Tobacco Board (Amendment) Bill, 2017
[Support]",Government,5,14,Not Applicable,1,1,PML-N,Muhammad Pervaiz Malik
"The Pakistan Tobacco Board (Amendment) Bill, 2017
_4_14","The Pakistan Tobacco Board (Amendment) Bill, 2017
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Khurram Dastgir Khan
"The Constitution (Amendment) Bill, 2021 (Amendment_3_15","The Constitution (Amendment) Bill, 2021 (Amendment of Preamble and Article-36)
[Support]",Private,3,15,Not Applicable,1,1,PML-N,Kesoo Mal Kheeal Das
"The Police Order (Amendment) Bill, 2017
[Support]_4_14","The Police Order (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,1,1,PPPP,Dr. Shazia Sobia
"The Plant Breeders’ Rights Bill, 2016_4_14","The Plant Breeders’ Rights Bill, 2016",Government,4,14,Not Applicable,1,1,PML-N,Sikandar Hayat Khan Bosan
"The Plant Breeders' Rights Bill, 2015
[Support]_3_14","The Plant Breeders' Rights Bill, 2015
[Support]",Government,3,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
The Pir Roshaan Institute of Progressive Sciences _5_15,"The Pir Roshaan Institute of Progressive Sciences and Technologies, Miranshah Bill, 2023 (Moved by Zeb Jaffar)",Government,5,15,Not Applicable,1,1,PML-N,Rana Tanveer Hussain
The Pir Roshaan Institute of Progressive Sciences _5_15,"The Pir Roshaan Institute of Progressive Sciences and Technologies, Miranshah Bill, 2023 (Moved by Ishaq Dar)
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Rana Tanveer Hussain
The Pir Roshaan Institute of Progressive Sciences _5_15,"The Pir Roshaan Institute of Progressive Sciences and Technologies, Miranshah Bill, 2023
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Rana Tanveer Hussain
"The Pharmacy (Amendment) Bill, 2024
[Support]_1_16","The Pharmacy (Amendment) Bill, 2024
[Support]",Private,1,16,Not Applicable,1,1,PPPP,Abdul Qadir Patel
"The Petroleum (Amendment) Bill, 2022 (Moved by Muh_5_15","The Petroleum (Amendment) Bill, 2022 (Moved by Muhammad Hamid Hameed)",Government,5,15,Not Applicable,1,1,IND,Musadik Masood Malik
"The Constitution (Amendment) Bill, 2024 (Article- _1_16","The Constitution (Amendment) Bill, 2024 (Article- 9A)
[Support]",Private,1,16,Not Applicable,1,1,SIC,Dr. Amjad Ali Khan
"The Constitution (Amendment) Bill, 2024 (Article- _1_16","The Constitution (Amendment) Bill, 2024 (Article- 27)
[Support]",Private,1,16,Not Applicable,1,1,JUIP,Aliya Kamran
"The Constitution (Amendment) Bill, 2024 (Article- _1_16","The Constitution (Amendment) Bill, 2024 (Article- 184)
[Support]",Private,1,16,Not Applicable,1,1,JUIP,Noor Alam Khan
"The Constitution (Amendment) Bill, 2024 (Amendment_1_16","The Constitution (Amendment) Bill, 2024 (Amendment in Article- 25)
[Support]",Private,1,16,Not Applicable,1,1,PPPP,Nafisa Shah
"The Constitution (Amendment) Bill, 2023 (Amendment_5_15","The Constitution (Amendment) Bill, 2023 (Amendment in Article 76)
[Support]",Private,5,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2022] (Amendmen_4_15","The Constitution (Amendment) Bill, 2022] (Amendment in Article- 54)
[Support]",Private,4,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article-84)
[Support]",Private,4,15,Law and Justice,1,1,PPPP,Syed Hussain Tariq
The Post Office National Savings Certificate (Amen_2_15,"The Post Office National Savings Certificate (Amendment) Bill, 2020
[Support]",Government,2,15,Not Applicable,1,1,PTI,Muhammad Hammad Azhar
"The Post Office Cash Certificate (Amendment) Bill,_2_15","The Post Office Cash Certificate (Amendment) Bill, 2020
[Support]",Government,2,15,Not Applicable,1,1,PTI,Muhammad Hammad Azhar
"The Post Office (Amendment) Bill, 2016
[Support]_4_14","The Post Office (Amendment) Bill, 2016
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Post Office (Amendment) Bill, 2016_4_14","The Post Office (Amendment) Bill, 2016",Government,4,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Port Qasim Authority (Amendment) Bill, 2021_3_15","The Port Qasim Authority (Amendment) Bill, 2021",Government,3,15,Not Applicable,1,1,PTI,Syed Ali Haider Zaidi
"The Constitution (Amendment) Bill, 2021 (Amendment_3_15","The Constitution (Amendment) Bill, 2021 (Amendment in Article-51 and 106)
[Support]",Private,3,15,Not Applicable,1,1,MMA,Zahid Akram Durani
"The Constitution (Amendment) Bill, 2021 (Amendment_3_15","The Constitution (Amendment) Bill, 2021 (Amendment in Article-156)
[Support]",Private,3,15,Not Applicable,1,1,PPPP,Naveed Aamir
"The Constitution (Amendment) Bill, 2021 (Amendment_4_15","The Constitution (Amendment) Bill, 2021 (Amendment in Article- 62)
[Support]",Private,4,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 84)
[Support]",Private,4,15,Not Applicable,1,1,PPPP,Syed Hussain Tariq
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 51,59 and 106)
[Support]",Private,4,15,Not Applicable,1,1,PTI,Noor Alam Khan
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 51,59 and 106)
[Support]",Private,4,15,Law and Justice,1,1,PTI,Noor Alam Khan
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 30)
[Support]",Private,4,15,Not Applicable,1,1,MMA,Moulana Abdul Akbar Chitrali
"The Constitution (Amendment) Bill, 2022 (Amendment_5_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 223)
[Support]",Private,5,15,Not Applicable,1,1,MMA,Moulana Abdul Akbar Chitrali
"The Constitution (Amendment) Bill, 2021 (Insertion_3_15","The Constitution (Amendment) Bill, 2021 (Insertion of Article-35A)
[Support]",Private,3,15,Not Applicable,1,1,PTI,Nafeesa Inayatullah Khan Khattak
"The Constitution (Amendment) Bill, 2021 (Insertion_3_15","The Constitution (Amendment) Bill, 2021 (Insertion of Article-11A)
[Support]",Private,3,15,Not Applicable,1,1,PML-N,Mehnaz Akber Aziz
"The Constitution (Amendment) Bill, 2021 (Article-1_3_15","The Constitution (Amendment) Bill, 2021 (Article-185)
[Support]",Private,3,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Prevention of Corruption (Amendment) Bill, 201_1_15","The Prevention of Corruption (Amendment) Bill, 2018
[Support]",Private,1,15,Not Applicable,1,1,MMA,Mrs. Aliya Kamran
The Prevention and Control of Human Trafficking (A_5_14,"The Prevention and Control of Human Trafficking (Amendment) Bill, 2017 (Amendment of Section 2 and 3, Ordinance LIX of 2002)
[Support]",Private,5,14,Not Applicable,1,1,PTI,Nafeesa Inayatullah Khan Khattak
